   #Energy      xx              yy   
  69.662      0.0000E+00      0.0000E+00
  69.670      0.0000E+00      0.0000E+00
  69.678      0.0000E+00      0.0000E+00
  69.686      0.0000E+00      0.0000E+00
  69.694      0.0000E+00      0.0000E+00
  69.702      0.0000E+00      0.0000E+00
  69.710      0.0000E+00      0.0000E+00
  69.718      0.0000E+00      0.0000E+00
  69.726      0.0000E+00      0.0000E+00
  69.734      0.0000E+00      0.0000E+00
  69.742      0.0000E+00      0.0000E+00
  69.749      0.0000E+00      0.0000E+00
  69.757      0.0000E+00      0.0000E+00
  69.765      0.0000E+00      0.0000E+00
  69.773      0.0000E+00      0.0000E+00
  69.781      0.0000E+00      0.0000E+00
  69.789      0.0000E+00      0.0000E+00
  69.797      0.0000E+00      0.0000E+00
  69.805      0.0000E+00      0.0000E+00
  69.813      0.0000E+00      0.0000E+00
  69.820      0.0000E+00      0.0000E+00
  69.828      0.0000E+00      0.0000E+00
  69.836      0.0000E+00      0.0000E+00
  69.844      0.0000E+00      0.0000E+00
  69.852      0.0000E+00      0.0000E+00
  69.860      0.0000E+00      0.0000E+00
  69.868      0.0000E+00      0.0000E+00
  69.876      0.0000E+00      0.0000E+00
  69.884      0.0000E+00      0.0000E+00
  69.892      0.0000E+00      0.0000E+00
  69.900      0.0000E+00      0.0000E+00
  69.907      0.0000E+00      0.0000E+00
  69.915      0.0000E+00      0.0000E+00
  69.923      0.0000E+00      0.0000E+00
  69.931      0.0000E+00      0.0000E+00
  69.939      0.0000E+00      0.0000E+00
  69.947      0.0000E+00      0.0000E+00
  69.955      0.0000E+00      0.0000E+00
  69.963      0.0000E+00      0.0000E+00
  69.971      0.0000E+00      0.0000E+00
  69.979      0.0000E+00      0.0000E+00
  69.987      0.0000E+00      0.0000E+00
  69.994      0.0000E+00      0.0000E+00
  70.002      0.0000E+00      0.0000E+00
  70.010      0.0000E+00      0.0000E+00
  70.018      0.0000E+00      0.0000E+00
  70.026      0.0000E+00      0.0000E+00
  70.034      0.0000E+00      0.0000E+00
  70.042      0.0000E+00      0.0000E+00
  70.050      0.0000E+00      0.0000E+00
  70.058      0.0000E+00      0.0000E+00
  70.066      0.0000E+00      0.0000E+00
  70.073      0.0000E+00      0.0000E+00
  70.081      0.0000E+00      0.0000E+00
  70.089      0.0000E+00      0.0000E+00
  70.097      0.0000E+00      0.0000E+00
  70.105      0.0000E+00      0.0000E+00
  70.113      0.0000E+00      0.0000E+00
  70.121      0.0000E+00      0.0000E+00
  70.129      0.0000E+00      0.0000E+00
  70.137      0.0000E+00      0.0000E+00
  70.145      0.0000E+00      0.0000E+00
  70.153      0.0000E+00      0.0000E+00
  70.160      0.0000E+00      0.0000E+00
  70.168      0.0000E+00      0.0000E+00
  70.176      0.0000E+00      0.0000E+00
  70.184      0.0000E+00      0.0000E+00
  70.192      0.0000E+00      0.0000E+00
  70.200      0.0000E+00      0.0000E+00
  70.208      0.0000E+00      0.0000E+00
  70.216      0.0000E+00      0.0000E+00
  70.224      0.0000E+00      0.0000E+00
  70.232      0.0000E+00      0.0000E+00
  70.240      0.0000E+00      0.0000E+00
  70.247      0.0000E+00      0.0000E+00
  70.255      0.0000E+00      0.0000E+00
  70.263      0.0000E+00      0.0000E+00
  70.271      0.0000E+00      0.0000E+00
  70.279      0.0000E+00      0.0000E+00
  70.287      0.0000E+00      0.0000E+00
  70.295      0.0000E+00      0.0000E+00
  70.303      0.0000E+00      0.0000E+00
  70.311      0.0000E+00      0.0000E+00
  70.319      0.0000E+00      0.0000E+00
  70.326      0.0000E+00      0.0000E+00
  70.334      0.0000E+00      0.0000E+00
  70.342      0.0000E+00      0.0000E+00
  70.350      0.0000E+00      0.0000E+00
  70.358      0.0000E+00      0.0000E+00
  70.366      0.0000E+00      0.0000E+00
  70.374      0.0000E+00      0.0000E+00
  70.382      0.0000E+00      0.0000E+00
  70.390      0.0000E+00      0.0000E+00
  70.398      0.0000E+00      0.0000E+00
  70.406      0.0000E+00      0.0000E+00
  70.413      0.0000E+00      0.0000E+00
  70.421      0.0000E+00      0.0000E+00
  70.429      0.0000E+00      0.0000E+00
  70.437      0.0000E+00      0.0000E+00
  70.445      0.0000E+00      0.0000E+00
  70.453      0.0000E+00      0.0000E+00
  70.461      0.0000E+00      0.0000E+00
  70.469      0.0000E+00      0.0000E+00
  70.477      0.0000E+00      0.0000E+00
  70.484      0.0000E+00      0.0000E+00
  70.492      0.0000E+00      0.0000E+00
  70.500      0.0000E+00      0.0000E+00
  70.508      0.0000E+00      0.0000E+00
  70.516      0.0000E+00      0.0000E+00
  70.524      0.0000E+00      0.0000E+00
  70.532      0.0000E+00      0.0000E+00
  70.540      0.0000E+00      0.0000E+00
  70.548      0.0000E+00      0.0000E+00
  70.556      0.0000E+00      0.0000E+00
  70.564      0.0000E+00      0.0000E+00
  70.572      0.0000E+00      0.0000E+00
  70.579      0.0000E+00      0.0000E+00
  70.587      0.0000E+00      0.0000E+00
  70.595      0.0000E+00      0.0000E+00
  70.603      0.0000E+00      0.0000E+00
  70.611      0.0000E+00      0.0000E+00
  70.619      0.0000E+00      0.0000E+00
  70.627      0.0000E+00      0.0000E+00
  70.635      0.0000E+00      0.0000E+00
  70.643      0.0000E+00      0.0000E+00
  70.650      0.0000E+00      0.0000E+00
  70.658      0.0000E+00      0.0000E+00
  70.666      0.0000E+00      0.0000E+00
  70.674      0.0000E+00      0.0000E+00
  70.682      0.0000E+00      0.0000E+00
  70.690      0.0000E+00      0.0000E+00
  70.698      0.0000E+00      0.0000E+00
  70.706      0.0000E+00      0.0000E+00
  70.714      0.0000E+00      0.0000E+00
  70.722      0.0000E+00      0.0000E+00
  70.730      0.0000E+00      0.0000E+00
  70.737      0.0000E+00      0.0000E+00
  70.745      0.0000E+00      0.0000E+00
  70.753      0.0000E+00      0.0000E+00
  70.761      0.0000E+00      0.0000E+00
  70.769      0.0000E+00      0.0000E+00
  70.777      0.0000E+00      0.0000E+00
  70.785      0.0000E+00      0.0000E+00
  70.793      0.0000E+00      0.0000E+00
  70.801      0.0000E+00      0.0000E+00
  70.809      0.0000E+00      0.0000E+00
  70.817      0.0000E+00      0.0000E+00
  70.824      0.0000E+00      0.0000E+00
  70.832      0.0000E+00      0.0000E+00
  70.840      0.0000E+00      0.0000E+00
  70.848      0.0000E+00      0.0000E+00
  70.856      0.0000E+00      0.0000E+00
  70.864      0.0000E+00      0.0000E+00
  70.872      0.0000E+00      0.0000E+00
  70.880      0.0000E+00      0.0000E+00
  70.888      0.0000E+00      0.0000E+00
  70.896      0.0000E+00      0.0000E+00
  70.903      0.0000E+00      0.0000E+00
  70.911      0.0000E+00      0.0000E+00
  70.919      0.0000E+00      0.0000E+00
  70.927      0.0000E+00      0.0000E+00
  70.935      0.0000E+00      0.0000E+00
  70.943      0.0000E+00      0.0000E+00
  70.951      0.0000E+00      0.0000E+00
  70.959      0.0000E+00      0.0000E+00
  70.967      0.0000E+00      0.0000E+00
  70.975      0.0000E+00      0.0000E+00
  70.983      0.0000E+00      0.0000E+00
  70.990      0.0000E+00      0.0000E+00
  70.998      0.0000E+00      0.0000E+00
  71.006      0.0000E+00      0.0000E+00
  71.014      0.0000E+00      0.0000E+00
  71.022      0.0000E+00      0.0000E+00
  71.030      0.0000E+00      0.0000E+00
  71.038      0.0000E+00      0.0000E+00
  71.046      0.0000E+00      0.0000E+00
  71.054      0.0000E+00      0.0000E+00
  71.061      0.0000E+00      0.0000E+00
  71.070      0.0000E+00      0.0000E+00
  71.077      0.0000E+00      0.0000E+00
  71.085      0.0000E+00      0.0000E+00
  71.093      0.0000E+00      0.0000E+00
  71.101      0.0000E+00      0.0000E+00
  71.109      0.0000E+00      0.0000E+00
  71.117      0.0000E+00      0.0000E+00
  71.125      0.0000E+00      0.0000E+00
  71.133      0.0000E+00      0.0000E+00
  71.141      0.0000E+00      0.0000E+00
  71.148      0.0000E+00      0.0000E+00
  71.156      0.0000E+00      0.0000E+00
  71.164      0.0000E+00      0.0000E+00
  71.172      0.0000E+00      0.0000E+00
  71.180      0.0000E+00      0.0000E+00
  71.188      0.0000E+00      0.0000E+00
  71.196      0.0000E+00      0.0000E+00
  71.204      0.0000E+00      0.0000E+00
  71.212      0.0000E+00      0.0000E+00
  71.220      0.0000E+00      0.0000E+00
  71.228      0.0000E+00      0.0000E+00
  71.235      0.0000E+00      0.0000E+00
  71.243      0.0000E+00      0.0000E+00
  71.251      0.0000E+00      0.0000E+00
  71.259      0.0000E+00      0.0000E+00
  71.267      0.0000E+00      0.0000E+00
  71.275      0.0000E+00      0.0000E+00
  71.283      0.0000E+00      0.0000E+00
  71.291      0.0000E+00      0.0000E+00
  71.299      0.0000E+00      0.0000E+00
  71.307      0.0000E+00      0.0000E+00
  71.314      0.0000E+00      0.0000E+00
  71.322      0.0000E+00      0.0000E+00
  71.330      0.0000E+00      0.0000E+00
  71.338      0.0000E+00      0.0000E+00
  71.346      0.0000E+00      0.0000E+00
  71.354      0.0000E+00      0.0000E+00
  71.362      0.0000E+00      0.0000E+00
  71.370      0.0000E+00      0.0000E+00
  71.378      0.0000E+00      0.0000E+00
  71.386      0.0000E+00      0.0000E+00
  71.394      0.0000E+00      0.0000E+00
  71.401      0.0000E+00      0.0000E+00
  71.409      0.0000E+00      0.0000E+00
  71.417      0.0000E+00      0.0000E+00
  71.425      0.0000E+00      0.0000E+00
  71.433      0.0000E+00      0.0000E+00
  71.441      0.0000E+00      0.0000E+00
  71.449      0.0000E+00      0.0000E+00
  71.457      0.0000E+00      0.0000E+00
  71.465      0.0000E+00      0.0000E+00
  71.473      0.0000E+00      0.0000E+00
  71.481      0.0000E+00      0.0000E+00
  71.488      0.0000E+00      0.0000E+00
  71.496      0.0000E+00      0.0000E+00
  71.504      0.0000E+00      0.0000E+00
  71.512      0.0000E+00      0.0000E+00
  71.520      0.0000E+00      0.0000E+00
  71.528      0.0000E+00      0.0000E+00
  71.536      0.0000E+00      0.0000E+00
  71.544      0.0000E+00      0.0000E+00
  71.552      0.0000E+00      0.0000E+00
  71.559      0.0000E+00      0.0000E+00
  71.567      0.0000E+00      0.0000E+00
  71.575      0.0000E+00      0.0000E+00
  71.583      0.0000E+00      0.0000E+00
  71.591      0.0000E+00      0.0000E+00
  71.599      0.0000E+00      0.0000E+00
  71.607      0.0000E+00      0.0000E+00
  71.615      0.0000E+00      0.0000E+00
  71.623      0.0000E+00      0.0000E+00
  71.631      0.0000E+00      0.0000E+00
  71.639      0.0000E+00      0.0000E+00
  71.647      0.0000E+00      0.0000E+00
  71.654      0.0000E+00      0.0000E+00
  71.662      0.0000E+00      0.0000E+00
  71.670      0.0000E+00      0.0000E+00
  71.678      0.0000E+00      0.0000E+00
  71.686      0.0000E+00      0.0000E+00
  71.694      0.0000E+00      0.0000E+00
  71.702      0.0000E+00      0.0000E+00
  71.710      0.0000E+00      0.0000E+00
  71.718      0.0000E+00      0.0000E+00
  71.725      0.0000E+00      0.0000E+00
  71.733      0.0000E+00      0.0000E+00
  71.741      0.0000E+00      0.0000E+00
  71.749      0.0000E+00      0.0000E+00
  71.757      0.0000E+00      0.0000E+00
  71.765      0.0000E+00      0.0000E+00
  71.773      0.0000E+00      0.0000E+00
  71.781      0.0000E+00      0.0000E+00
  71.789      0.0000E+00      0.0000E+00
  71.797      0.0000E+00      0.0000E+00
  71.805      0.0000E+00      0.0000E+00
  71.812      0.0000E+00      0.0000E+00
  71.820      0.0000E+00      0.0000E+00
  71.828      0.0000E+00      0.0000E+00
  71.836      0.0000E+00      0.0000E+00
  71.844      0.0000E+00      0.0000E+00
  71.852      0.0000E+00      0.0000E+00
  71.860      0.0000E+00      0.0000E+00
  71.868      0.0000E+00      0.0000E+00
  71.876      0.0000E+00      0.0000E+00
  71.884      0.0000E+00      0.0000E+00
  71.891      0.0000E+00      0.0000E+00
  71.899      0.0000E+00      0.0000E+00
  71.907      0.0000E+00      0.0000E+00
  71.915      0.0000E+00      0.0000E+00
  71.923      0.0000E+00      0.0000E+00
  71.931      0.0000E+00      0.0000E+00
  71.939      0.0000E+00      0.0000E+00
  71.947      0.0000E+00      0.0000E+00
  71.955      0.0000E+00      0.0000E+00
  71.963      0.0000E+00      0.0000E+00
  71.971      0.0000E+00      0.0000E+00
  71.978      0.0000E+00      0.0000E+00
  71.986      0.0000E+00      0.0000E+00
  71.994      0.0000E+00      0.0000E+00
  72.002      0.0000E+00      0.0000E+00
  72.010      0.0000E+00      0.0000E+00
  72.018      0.0000E+00      0.0000E+00
  72.026      0.0000E+00      0.0000E+00
  72.034      0.0000E+00      0.0000E+00
  72.042      0.0000E+00      0.0000E+00
  72.050      0.0000E+00      0.0000E+00
  72.058      0.0000E+00      0.0000E+00
  72.065      0.0000E+00      0.0000E+00
  72.073      0.0000E+00      0.0000E+00
  72.081      0.0000E+00      0.0000E+00
  72.089      0.0000E+00      0.0000E+00
  72.097      0.0000E+00      0.0000E+00
  72.105      0.0000E+00      0.0000E+00
  72.113      0.0000E+00      0.0000E+00
  72.121      0.0000E+00      0.0000E+00
  72.129      0.0000E+00      0.0000E+00
  72.137      0.0000E+00      0.0000E+00
  72.144      0.0000E+00      0.0000E+00
  72.152      0.0000E+00      0.0000E+00
  72.160      0.0000E+00      0.0000E+00
  72.168      0.0000E+00      0.0000E+00
  72.176      0.0000E+00      0.0000E+00
  72.184      0.0000E+00      0.0000E+00
  72.192      0.0000E+00      0.0000E+00
  72.200      0.0000E+00      0.0000E+00
  72.208      0.0000E+00      0.0000E+00
  72.216      0.0000E+00      0.0000E+00
  72.224      0.0000E+00      0.0000E+00
  72.231      0.0000E+00      0.0000E+00
  72.239      0.0000E+00      0.0000E+00
  72.247      0.0000E+00      0.0000E+00
  72.255      0.0000E+00      0.0000E+00
  72.263      0.0000E+00      0.0000E+00
  72.271      0.0000E+00      0.0000E+00
  72.279      0.0000E+00      0.0000E+00
  72.287      0.0000E+00      0.0000E+00
  72.295      0.0000E+00      0.0000E+00
  72.303      0.0000E+00      0.0000E+00
  72.311      0.0000E+00      0.0000E+00
  72.318      0.0000E+00      0.0000E+00
  72.326      0.0000E+00      0.0000E+00
  72.334      0.0000E+00      0.0000E+00
  72.342      0.0000E+00      0.0000E+00
  72.350      0.0000E+00      0.0000E+00
  72.358      0.0000E+00      0.0000E+00
  72.366      0.0000E+00      0.0000E+00
  72.374      0.0000E+00      0.0000E+00
  72.382      0.0000E+00      0.0000E+00
  72.389      0.0000E+00      0.0000E+00
  72.397      0.0000E+00      0.0000E+00
  72.405      0.0000E+00      0.0000E+00
  72.413      0.0000E+00      0.0000E+00
  72.421      0.0000E+00      0.0000E+00
  72.429      0.0000E+00      0.0000E+00
  72.437      0.0000E+00      0.0000E+00
  72.445      0.0000E+00      0.0000E+00
  72.453      0.0000E+00      0.0000E+00
  72.461      0.0000E+00      0.0000E+00
  72.469      0.0000E+00      0.0000E+00
  72.477      0.0000E+00      0.0000E+00
  72.484      0.0000E+00      0.0000E+00
  72.492      0.0000E+00      0.0000E+00
  72.500      0.0000E+00      0.0000E+00
  72.508      0.0000E+00      0.0000E+00
  72.516      0.0000E+00      0.0000E+00
  72.524      0.0000E+00      0.0000E+00
  72.532      0.0000E+00      0.0000E+00
  72.540      0.0000E+00      0.0000E+00
  72.548      0.0000E+00      0.0000E+00
  72.555      0.0000E+00      0.0000E+00
  72.563      0.0000E+00      0.0000E+00
  72.571      0.0000E+00      0.0000E+00
  72.579      0.0000E+00      0.0000E+00
  72.587      0.0000E+00      0.0000E+00
  72.595      0.0000E+00      0.0000E+00
  72.603      0.0000E+00      0.0000E+00
  72.611      0.0000E+00      0.0000E+00
  72.619      0.0000E+00      0.0000E+00
  72.627      0.0000E+00      0.0000E+00
  72.635      0.0000E+00      0.0000E+00
  72.642      0.0000E+00      0.0000E+00
  72.650      0.0000E+00      0.0000E+00
  72.658      0.0000E+00      0.0000E+00
  72.666      0.0000E+00      0.0000E+00
  72.674      0.0000E+00      0.0000E+00
  72.682      0.0000E+00      0.0000E+00
  72.690      0.0000E+00      0.0000E+00
  72.698      0.0000E+00      0.0000E+00
  72.706      0.0000E+00      0.0000E+00
  72.714      0.0000E+00      0.0000E+00
  72.722      0.0000E+00      0.0000E+00
  72.729      0.0000E+00      0.0000E+00
  72.737      0.0000E+00      0.0000E+00
  72.745      0.0000E+00      0.0000E+00
  72.753      0.0000E+00      0.0000E+00
  72.761      0.0000E+00      0.0000E+00
  72.769      0.0000E+00      0.0000E+00
  72.777      0.0000E+00      0.0000E+00
  72.785      0.0000E+00      0.0000E+00
  72.793      0.0000E+00      0.0000E+00
  72.800      0.0000E+00      0.0000E+00
  72.808      0.0000E+00      0.0000E+00
  72.816      0.0000E+00      0.0000E+00
  72.824      0.0000E+00      0.0000E+00
  72.832      0.0000E+00      0.0000E+00
  72.840      0.0000E+00      0.0000E+00
  72.848      0.0000E+00      0.0000E+00
  72.856      0.0000E+00      0.0000E+00
  72.864      0.0000E+00      0.0000E+00
  72.872      0.0000E+00      0.0000E+00
  72.880      0.0000E+00      0.0000E+00
  72.888      0.0000E+00      0.0000E+00
  72.895      0.0000E+00      0.0000E+00
  72.903      0.0000E+00      0.0000E+00
  72.911      0.0000E+00      0.0000E+00
  72.919      0.0000E+00      0.0000E+00
  72.927      0.0000E+00      0.0000E+00
  72.935      0.0000E+00      0.0000E+00
  72.943      0.0000E+00      0.0000E+00
  72.951      0.0000E+00      0.0000E+00
  72.959      0.0000E+00      0.0000E+00
  72.966      0.0000E+00      0.0000E+00
  72.974      0.0000E+00      0.0000E+00
  72.982      0.0000E+00      0.0000E+00
  72.990      0.0000E+00      0.0000E+00
  72.998      0.0000E+00      0.0000E+00
  73.006      0.0000E+00      0.0000E+00
  73.014      0.0000E+00      0.0000E+00
  73.022      0.0000E+00      0.0000E+00
  73.030      0.0000E+00      0.0000E+00
  73.038      0.0000E+00      0.0000E+00
  73.046      0.0000E+00      0.0000E+00
  73.053      0.0000E+00      0.0000E+00
  73.061      0.0000E+00      0.0000E+00
  73.069      0.0000E+00      0.0000E+00
